PlayMusic	 	play music from the artist sean yseult and sort it through top-50	E
GetWeather	 	weather in two hours  in uzbekistan	E
AddToPlaylist	 	add a song to this is racionais mc s	E
SearchCreativeWork	 	please find me phineas redux 	E
BookRestaurant	 	book a reservation for five people for a tatar taverna in sargents	E
PlayMusic	 	please play something on iheart from artist ari gold last album	E
PlayMusic	 	i want to listen to an ep from 1998 	E
PlayMusic	 	play progressive metal 	E
SearchCreativeWork	 	can you please get me the book dracula 5: the blood legacy	E
PlayMusic	 	find and play a concerto on zvooq from 1978 by ginger pooley	E
PlayMusic	 	play the top music from the railway children off last fm 	E
SearchCreativeWork	 	find me the soundtrack a honeymoon adventure	E
AddToPlaylist	 	onto jerry s classical moments in movies  please add the album 	E
GetWeather	 	what s the weather going to be in knobel	E
AddToPlaylist	 	add a song in my all out 60s	E
PlayMusic	 	play rich sex on iheart	E
GetWeather	 	what will the weather be one second from now in chad	E
SearchCreativeWork	 	search for the tv show  a lawless street 	E
BookRestaurant	 	book spot for six  at 8 pm at a coffeehouse in ne that serves hog fry	E
