,text,category,label
2046,is there a way to pull up information about a contact,email_querycontact,email_querycontact
2047,find john smith from alabama,email_querycontact,email_querycontact
2048,open contacts and find john smith,email_querycontact,email_querycontact
2049,show me derek's contact information,email_querycontact,email_querycontact
2050,what's june's address nowadays,email_querycontact,email_querycontact
2051,where seth lives,email_querycontact,email_querycontact
2052,find my wife,email_querycontact,email_querycontact
2053,where does tar work currently,email_querycontact,email_querycontact
2054,give me the details of friend,email_querycontact,email_querycontact
2055,is there email id of john in the list,email_querycontact,email_querycontact
2056,fetch me the phone number of Alexander,email_querycontact,email_querycontact
2057,what is jimmy johns's corporate number,email_querycontact,email_querycontact
2058,open the contact named john,email_querycontact,email_querycontact
2059,locate information on john smith about his work location,email_querycontact,email_querycontact
2060,please delete the contacts that i havent spoken to in three of months,email_querycontact,email_querycontact
2061,open the profile of allen from my contact,email_querycontact,email_querycontact
2062,tell me the area code for jen k,email_querycontact,email_querycontact
2063,will you look up joe's contact information for me,email_querycontact,email_querycontact
2064,read about mary s.,email_querycontact,email_querycontact
2065,is alex saved in my contacts list,email_querycontact,email_querycontact
2066,what is mary s.'s phone number,email_querycontact,email_querycontact
2067,are my contacts mostly female or male,email_querycontact,email_querycontact
2068,search jack in contacts,email_querycontact,email_querycontact
2069,is bills pager number in my contacts,email_querycontact,email_querycontact
2070,tell me mary's cell number,email_querycontact,email_querycontact
2071,what is derek's phone number,email_querycontact,email_querycontact
2072,help me call james,email_querycontact,email_querycontact
2073,what is the home phone number of mark,email_querycontact,email_querycontact
2074,how many contacts do i have in my phone book,email_querycontact,email_querycontact
2075,tell me joe joe's home address,email_querycontact,email_querycontact
2076,check for this mail in my contact if not then add it,email_querycontact,email_querycontact
2077,do i have a home number for shelly,email_querycontact,email_querycontact
2078,please find a contact number of jayesh and tell me,email_querycontact,email_querycontact
2079,how do i reach sarah,email_querycontact,email_querycontact
2080,what is john's phone number,email_querycontact,email_querycontact
2081,do i have the address for the apple store in my contacts,email_querycontact,email_querycontact
2082,give me petey's telephone number,email_querycontact,email_querycontact
2083,who is the contact that last called me,email_querycontact,email_querycontact
2084,how many of my contacts live or work in detroit,email_querycontact,email_querycontact
2085,what's his number,email_querycontact,email_querycontact
2086,what's jesse's birthday,email_querycontact,email_querycontact
2087,find me my dad's email address,email_querycontact,email_querycontact
2088,what is a work phone number of emilia,email_querycontact,email_querycontact
2089,please give me details of allen from my contact,email_querycontact,email_querycontact
2090,do i have a number for jerry,email_querycontact,email_querycontact
2091,what is mary s.'s birthday,email_querycontact,email_querycontact
2092,how do i dial sarah,email_querycontact,email_querycontact
2093,show me my contacts,email_querycontact,email_querycontact
2094,can you pull up jeff,email_querycontact,email_querycontact
2095,tell me about mary s.,email_querycontact,email_querycontact
2096,show ana number,email_querycontact,email_querycontact
2097,what is frieda's home address,email_querycontact,email_querycontact
2098,what is mary smith's telephone number,email_querycontact,email_querycontact
2099,is this the correct area code for my boss,email_querycontact,email_querycontact
2100,tell contact mobile number,email_querycontact,email_querycontact
2101,can you tell me the contact information of jo,email_querycontact,email_querycontact
2102,jay's phone number,email_querycontact,email_querycontact
2103,is bills house number in my contacts,email_querycontact,email_querycontact
2104,please open my contact list,email_querycontact,email_querycontact
2105,what is amber stevens address it is in my contacts,email_querycontact,email_querycontact
2106,please check and tell me where is the location of toms new business,email_querycontact,email_querycontact
2107,tell me about mary s. in my contacts,email_querycontact,email_querycontact
2108,is it anyone i knows birthday this month,email_querycontact,email_querycontact
2109,when is john's birthday,email_querycontact,email_querycontact
2110,do i have any missed call from patrick,email_querycontact,email_querycontact
2111,how can i contact this person,email_querycontact,email_querycontact
2112,how old is joanne,email_querycontact,email_querycontact
2113,provide contact location,email_querycontact,email_querycontact
2114,can you please give me john's email,email_querycontact,email_querycontact
2115,can you tell me the phone number of me,email_querycontact,email_querycontact
2116,what is john's last name,email_querycontact,email_querycontact
2117,please check and tell me contact details of mongomery llc company,email_querycontact,email_querycontact
2118,get me tom's number,email_querycontact,email_querycontact
2119,show me the information of friend,email_querycontact,email_querycontact
2120,contacts,email_querycontact,email_querycontact
2121,is mary smith in my contacts list,email_querycontact,email_querycontact
2122,show johns office number,email_querycontact,email_querycontact
2123,how many work contacts are in my phone book,email_querycontact,email_querycontact
2124,search the contact,email_querycontact,email_querycontact
2125,is bills cell phone number in my contacts,email_querycontact,email_querycontact
2126,call mom,email_querycontact,email_querycontact
2127,find me someone,email_querycontact,email_querycontact
2128,what's jesse's number,email_querycontact,email_querycontact
2129,do we have morgan's office's number,email_querycontact,email_querycontact
2130,give me the number to mom,email_querycontact,email_querycontact
2131,when was the last call i received from jordan,email_querycontact,email_querycontact
2132,tell me the street address of my facebook friend george,email_querycontact,email_querycontact
2133,show dan's contact detail,email_querycontact,email_querycontact
2134,does my co worker have a home phone number,email_querycontact,email_querycontact
2135,check and tell me the address of my friend alex,email_querycontact,email_querycontact
2136,do i have the contact of tara john,email_querycontact,email_querycontact
2137,find jhonny's address,email_querycontact,email_querycontact
2138,give me contact mail id,email_querycontact,email_querycontact
2139,what is job title of jan medvesek,email_querycontact,email_querycontact
2140,show john's contact information,email_querycontact,email_querycontact
2141,what is john smith's home phone number,email_querycontact,email_querycontact
2142,may you please pull up information about a contact,email_querycontact,email_querycontact
2143,mary's contact number,email_querycontact,email_querycontact
2144,tell me the landline number,email_querycontact,email_querycontact
2145,did i receive a message from kevin,email_querycontact,email_querycontact
2146,please let me know the what raj's status update in facebook,email_querycontact,email_querycontact
2147,what's rene phone number,email_querycontact,email_querycontact
2148,do you have the mailing address for the electric company,email_querycontact,email_querycontact
2149,what is tom's phone number,email_querycontact,email_querycontact
2150,olly i need to call my mom will you check her work number for me,email_querycontact,email_querycontact
2151,what's the address for alex,email_querycontact,email_querycontact
2152,what information do you have on file in my information about bill,email_querycontact,email_querycontact
2153,link me to jeff's email,email_querycontact,email_querycontact
2154,what is john doe's address,email_querycontact,email_querycontact
2155,send a text to alice,email_querycontact,email_querycontact
2156,tell me john's phone number,email_querycontact,email_querycontact
2157,list phone and email id of robert,email_querycontact,email_querycontact
2158,where does joe joe live,email_querycontact,email_querycontact
2159,which contact haven't i called in twelve months,email_querycontact,email_querycontact
2160,what is the email address for tessa,email_querycontact,email_querycontact
2161,what is bob stevens phone number it is in my contacts,email_querycontact,email_querycontact
2162,how do i contact charles,email_querycontact,email_querycontact
2163,check mom's number,email_querycontact,email_querycontact
2164,can you give me the newest phone number for bobby mcgee,email_querycontact,email_querycontact
2165,give me charles telephone number,email_querycontact,email_querycontact
2166,rahul contact,email_querycontact,email_querycontact
2167,what is charles's email,email_querycontact,email_querycontact
2168,did sara tried to call me,email_querycontact,email_querycontact
2169,what is the home phone number for sarah,email_querycontact,email_querycontact
2170,where does fred work,email_querycontact,email_querycontact
2171,display address of john,email_querycontact,email_querycontact
2172,julie's information,email_querycontact,email_querycontact
2173,look up in contacts,email_querycontact,email_querycontact
2174,is it joes birthday soon,email_querycontact,email_querycontact
2175,is there a contact named allen in my list,email_querycontact,email_querycontact
2176,call vikki,email_querycontact,email_querycontact
2177,what is mom's email address,email_querycontact,email_querycontact
2178,do i have any other contact phone number for alison,email_querycontact,email_querycontact
2179,email my friend about our plans tonight,email_sendemail,email_sendemail
2180,send email to cat that i will accept job offer,email_sendemail,email_sendemail
2181,email james about the softball game james we need to get some refreshments before heading over,email_sendemail,email_sendemail
2182,send email to daddy i'll be going to the birthday party,email_sendemail,email_sendemail
2183,can you open the reply inbox,email_sendemail,email_sendemail
2184,prepare email for susan,email_sendemail,email_sendemail
2185,inbox this mail,email_sendemail,email_sendemail
2186,reply to heather's latest email by answering no,email_sendemail,email_sendemail
2187,send an email to my assistant clara to cancel all appointments for tomorrow,email_sendemail,email_sendemail
2188,send an email for me,email_sendemail,email_sendemail
2189,send an email to my boss,email_sendemail,email_sendemail
2190,i need an email to be sent to comcastcom about my service issues,email_sendemail,email_sendemail
2191,email friend,email_sendemail,email_sendemail
2192,send an email to john,email_sendemail,email_sendemail
2193,go to email compile,email_sendemail,email_sendemail
2194,reply wishes to john by email,email_sendemail,email_sendemail
2195,send the email to john,email_sendemail,email_sendemail
2196,send the following email to bro hi come down for dinner tonight,email_sendemail,email_sendemail
2197,please answer jean's email,email_sendemail,email_sendemail
2198,respond to all that i am on my way,email_sendemail,email_sendemail
2199,send an email to dad about the weather for the week,email_sendemail,email_sendemail
2200,send a test email to,email_sendemail,email_sendemail
2201,draft an email to kailey about work later,email_sendemail,email_sendemail
2202,answer paul's email,email_sendemail,email_sendemail
2203,please reply to my colleagues mail about his query,email_sendemail,email_sendemail
2204,hello you have a send an email to someone,email_sendemail,email_sendemail
2205,reply an email to jason that i will not come tonight,email_sendemail,email_sendemail
2206,hey send an email to my friend,email_sendemail,email_sendemail
2207,send email to newmail@gmail dot com,email_sendemail,email_sendemail
2208,can you reply to the email,email_sendemail,email_sendemail
2209,you should reply to the mail,email_sendemail,email_sendemail
2210,hi buddy send mail to my friend hellen regarding home builders are not accepted the offer,email_sendemail,email_sendemail
2211,send an email to fred from work he is in my contacts,email_sendemail,email_sendemail
2212,hey reply a mail which i received,email_sendemail,email_sendemail
2213,please email celine,email_sendemail,email_sendemail
2214,write an email about next week weather to my wife,email_sendemail,email_sendemail
2215,you can send the email to abc@gmail dot com this is my new email address,email_sendemail,email_sendemail
2216,create an email that needs to go out to my family,email_sendemail,email_sendemail
2217,send email to joanne@aol dot com and add as new contact,email_sendemail,email_sendemail
2218,send reply thank you so much mom to mom,email_sendemail,email_sendemail
2219,send an email to mom subject weather body what is the weather like there this week,email_sendemail,email_sendemail
2220,reply to john's email today saying i will be late,email_sendemail,email_sendemail
2221,i want to email my supervisor,email_sendemail,email_sendemail
2222,write email to family member and read it back,email_sendemail,email_sendemail
2223,send an email to frank and ask them what the weather going to be like this week,email_sendemail,email_sendemail
2224,please open a reply to the email,email_sendemail,email_sendemail
2225,compose an email to parisa,email_sendemail,email_sendemail
2226,open terry's email,email_sendemail,email_sendemail
2227,email my meeting details to my manager,email_sendemail,email_sendemail
2228,send a mail to alex asking about the due payment,email_sendemail,email_sendemail
2229,send mom an email now,email_sendemail,email_sendemail
2230,email tom,email_sendemail,email_sendemail
2231,send email to mom asking about the weather,email_sendemail,email_sendemail
2232,open a new email to contact,email_sendemail,email_sendemail
2233,reply to the latest email,email_sendemail,email_sendemail
2234,can you send an email to my mother about the weekly weather,email_sendemail,email_sendemail
2235,compose this email to this new email address,email_sendemail,email_sendemail
2236,send a confirmation email to sandy,email_sendemail,email_sendemail
2237,reply to the mail with the following content hello you,email_sendemail,email_sendemail
2238,send will do thanks to john as a reply to his last message,email_sendemail,email_sendemail
2239,send email to mom and tell her see her at disney world,email_sendemail,email_sendemail
2240,text sarah if she is free for brunch today,email_sendemail,email_sendemail
2241,respond back to the mail,email_sendemail,email_sendemail
2242,forward email,email_sendemail,email_sendemail
2243,start and email to john smith,email_sendemail,email_sendemail
2244,i need to send an email to michael,email_sendemail,email_sendemail
2245,send answer to george,email_sendemail,email_sendemail
2246,email mahmoud,email_sendemail,email_sendemail
2247,"send email to robert, what time is dinner",email_sendemail,email_sendemail
2248,send this email to reply to the latest emails,email_sendemail,email_sendemail
2249,send an email to juanpedro@gmail dot com,email_sendemail,email_sendemail
2250,mahaboobsayyad@gmail dot com,email_sendemail,email_sendemail
2251,can you send an email for me to a new email address,email_sendemail,email_sendemail
2252,send mail to bubbles i want to meet her tomorrow at two pm in office,email_sendemail,email_sendemail
2253,send an email to with the subject as test and no content,email_sendemail,email_sendemail
2254,please start an email for my sister,email_sendemail,email_sendemail
2255,send email how are you dad to dad,email_sendemail,email_sendemail
2256,please send email to pawel with reminder,email_sendemail,email_sendemail
2257,send an email to jesse,email_sendemail,email_sendemail
2258,reply back to this email,email_sendemail,email_sendemail
2259,send email to marissa,email_sendemail,email_sendemail
2260,email alice to let her know we are on the way,email_sendemail,email_sendemail
2261,reply email to charlotte,email_sendemail,email_sendemail
2262,open a reply message,email_sendemail,email_sendemail
2263,reply to the email received from mark,email_sendemail,email_sendemail
2264,send response i will be there,email_sendemail,email_sendemail
2265,send a reply to robert for his email received today morning,email_sendemail,email_sendemail
2266,send email to bill asking to reschedule,email_sendemail,email_sendemail
2267,send message via email,email_sendemail,email_sendemail
2268,send email to david davis email address,email_sendemail,email_sendemail
2269,please send a voice mail to mr richard office about meting him on first of february twenty seventeen at five pm,email_sendemail,email_sendemail
2270,inbox my family,email_sendemail,email_sendemail
2271,prepare to send an outgoing reply message,email_sendemail,email_sendemail
2272,send mail to mom i am planning vacations with her next week,email_sendemail,email_sendemail
2273,send an email to my wife about next week weather,email_sendemail,email_sendemail
2274,email co worker about work project,email_sendemail,email_sendemail
2275,now i need to write an email to my colleague,email_sendemail,email_sendemail
2276,reply to erins email by saying i will be on time,email_sendemail,email_sendemail
2277,my friend john has sent me a invitation card to his newly bought home say thanks to him in his mail id,email_sendemail,email_sendemail
2278,send email to nancy about tomorrow's work party details,email_sendemail,email_sendemail
2279,write an email recipient ray,email_sendemail,email_sendemail
2280,send an email to my family wishing them a happy holiday,email_sendemail,email_sendemail
2281,forward the mail to new email address,email_sendemail,email_sendemail
2282,hey i want to send an email to my friend,email_sendemail,email_sendemail
2283,send an email to my brother and say wedding anniversary,email_sendemail,email_sendemail
2284,tell sean i appreciate him reaching out to me,email_sendemail,email_sendemail
2285,write this message to the coworker group,email_sendemail,email_sendemail
2286,respond to graham and let him know that i will be free tomorrow,email_sendemail,email_sendemail
2287,send an email to my boss and attach the presentation file with it apologize for being late,email_sendemail,email_sendemail
2288,lindafancy55@gmail dot com,email_sendemail,email_sendemail
2289,start email for address not in contacts,email_sendemail,email_sendemail
2290,send an email to emma,email_sendemail,email_sendemail
2291,answer the email,email_sendemail,email_sendemail
2292,compose a mail for jack,email_sendemail,email_sendemail
2293,i want the email to be sent to my new email address abc@gmail dot com,email_sendemail,email_sendemail
2294,email my favourite contacts,email_sendemail,email_sendemail
2295,i did not want you to send that text yet wait until i say send,email_sendemail,email_sendemail
2296,send an email to my boss about my leave,email_sendemail,email_sendemail
2297,i need to edit marie jones email address to read,email_sendemail,email_sendemail
2298,send an email to peter and ask him how is he now can i do something to help him,email_sendemail,email_sendemail
2299,please send an email to john saying i'm on leave,email_sendemail,email_sendemail
2300,send an email with the address you gave me to jean saying meet us here at eight pm,email_sendemail,email_sendemail
2301,compose a new email to ray,email_sendemail,email_sendemail
2302,mail macs@xorg,email_sendemail,email_sendemail
2303,send a birthday email to my boss,email_sendemail,email_sendemail
2304,start email,email_sendemail,email_sendemail
2305,email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,email_sendemail,email_sendemail
2306,send an email to rohit saying i am busy tomorrow,email_sendemail,email_sendemail
2307,reply email,email_sendemail,email_sendemail
2308,send an email to qerwerq@hotmail dot com,email_sendemail,email_sendemail
2309,please sent this email to my friend,email_sendemail,email_sendemail
2310,send email to bro and say hi come down for dinner tonight,email_sendemail,email_sendemail
2311,send mom the following email,email_sendemail,email_sendemail
2312,hey email jan about our meeting,email_sendemail,email_sendemail
2313,will you send the email to greg,email_sendemail,email_sendemail
2314,create an email to my brother asking him what time he will be over for dinner,email_sendemail,email_sendemail
2315,reach by mail to my family,email_sendemail,email_sendemail
2316,send an email to grandma saying we are dropping by on saturday see you then,email_sendemail,email_sendemail
2317,pleas reply to the mail of allen,email_sendemail,email_sendemail
2318,send an email to bob,email_sendemail,email_sendemail
2319,send email new address,email_sendemail,email_sendemail
2320,hey send email to john,email_sendemail,email_sendemail
2321,please send a reminder email to peter and ask him how long he will be taking to prepare the presentation ppt,email_sendemail,email_sendemail
2322,compose a new email but i got a new address this time brandon at example dot com,email_sendemail,email_sendemail
2323,pull up outlook i need to send a email,email_sendemail,email_sendemail
2324,respond to mom's mail message about the recipe site,email_sendemail,email_sendemail
2325,schedule text messages for later,email_sendemail,email_sendemail
2326,send an email to bill that i'm sorry i didn't realize he was so sick,email_sendemail,email_sendemail
2327,send a request to martin,email_sendemail,email_sendemail
2328,send a reply to mike with the answer four hundred and thirty from his email he sent this morning,email_sendemail,email_sendemail
2329,write an email to luke asking how the weather will be this coming week,email_sendemail,email_sendemail
2330,send an email to john that i am on my way to home,email_sendemail,email_sendemail
2331,send email to gary,email_sendemail,email_sendemail
2332,send happy new year to john@gmail dot com,email_sendemail,email_sendemail
2333,email my mom,email_sendemail,email_sendemail
2334,compose email,email_sendemail,email_sendemail
2335,send email to family and tell them to bring the bug spray before coming to the park,email_sendemail,email_sendemail
2336,respond to my bosses email with the word that i will be in at four in the evening,email_sendemail,email_sendemail
2337,email mom and ask how the weather is there,email_sendemail,email_sendemail
2338,answer email,email_sendemail,email_sendemail
2339,send this message to the family group starts with a,email_sendemail,email_sendemail
2340,please send mom an email saying that i can make it next week,email_sendemail,email_sendemail
2341,send an email to adele,email_sendemail,email_sendemail
2342,i need to add a new email to my contacts,email_sendemail,email_sendemail
2343,send an email to my mum that i will visit her next weekend,email_sendemail,email_sendemail
2344,email dad how is the weather this week,email_sendemail,email_sendemail
2345,email my sister about mom's birthday jane we should think about arranging the party at the park,email_sendemail,email_sendemail
2346,tell chris i will be late through email,email_sendemail,email_sendemail
2347,send an email to george brown,email_sendemail,email_sendemail
2348,please send the email to abc@gmail dot com instead of xyz@gmail dot com,email_sendemail,email_sendemail
2349,please send an email to mom,email_sendemail,email_sendemail
2350,email my mother,email_sendemail,email_sendemail
2351,i'd like to send a reply,email_sendemail,email_sendemail
2352,email chris add following content sorry I will be late today,email_sendemail,email_sendemail
2353,send email to mommy that i'll be going the party,email_sendemail,email_sendemail
2354,great response to command.,general_affirm,general_affirm
2355,yeap amazing response to the command.,general_affirm,general_affirm
2356,yes you've done your understanding correcly.,general_affirm,general_affirm
2357,yeap you have done answer exactly.,general_affirm,general_affirm
2358,you have understood my instructions perfectly.,general_affirm,general_affirm
2359,yeap excellent response to the command.,general_affirm,general_affirm
2360,yes you have gotten it exactly.,general_affirm,general_affirm
2361,you have done that perfectly.,general_affirm,general_affirm
2362,you've got the command exactly.,general_affirm,general_affirm
2363,you have got that exactly.,general_affirm,general_affirm
2364,yes you got command exactly.,general_affirm,general_affirm
2365,it was wonderful.,general_affirm,general_affirm
2366,fantastic response to command.,general_affirm,general_affirm
2367,you have done it correcly.,general_affirm,general_affirm
2368,correct response to the command.,general_affirm,general_affirm
2369,yes good response to command.,general_affirm,general_affirm
2370,yeah right.,general_affirm,general_affirm
2371,yes fantastic.,general_affirm,general_affirm
2372,your understanding was exact.,general_affirm,general_affirm
2373,yeap.,general_affirm,general_affirm
2374,yeap that's right.,general_affirm,general_affirm
2375,yes that is confirmed.,general_affirm,general_affirm
2376,yeap you've got your understanding right.,general_affirm,general_affirm
2377,yeah you have gotten my instructions perfectly.,general_affirm,general_affirm
2378,yeah fantastic response to the command.,general_affirm,general_affirm
2379,that is good.,general_affirm,general_affirm
2380,you have understood my instructions exactly.,general_affirm,general_affirm
2381,yeah it's good.,general_affirm,general_affirm
2382,strongly agreed.,general_affirm,general_affirm
2383,yes fantastic response.,general_affirm,general_affirm
2384,yes the command was confirmed.,general_affirm,general_affirm
2385,yes affirmative.,general_affirm,general_affirm
2386,got it correcly.,general_affirm,general_affirm
2387,yeap get that right.,general_affirm,general_affirm
2388,good response to the command.,general_affirm,general_affirm
2389,yeah you get it perfectly.,general_affirm,general_affirm
2390,amazing response to the command.,general_affirm,general_affirm
2391,yeap amazing response to command.,general_affirm,general_affirm
2392,right response to command.,general_affirm,general_affirm
2393,yeap correct response.,general_affirm,general_affirm
2394,yeah you got your understanding perfectly.,general_affirm,general_affirm
2395,got it exactly.,general_affirm,general_affirm
2396,yeap great response.,general_affirm,general_affirm
2397,yeap the command was exact.,general_affirm,general_affirm
2398,you've got your understanding correcly.,general_affirm,general_affirm
2399,exact response to the command.,general_affirm,general_affirm
2400,yeah that is perfect.,general_affirm,general_affirm
2401,yeap you get your understanding exactly.,general_affirm,general_affirm
2402,excellent.,general_affirm,general_affirm
2403,you've understood my instructions exactly.,general_affirm,general_affirm
2404,yeap you have gotten the command perfectly.,general_affirm,general_affirm
2405,yeah wonderful.,general_affirm,general_affirm
2406,yes exact.,general_affirm,general_affirm
2407,yes amazing response.,general_affirm,general_affirm
2408,yeah that's great.,general_affirm,general_affirm
2409,yeap perfect response to the command.,general_affirm,general_affirm
2410,yes strongly agree.,general_affirm,general_affirm
2411,yes your understanding was perfect.,general_affirm,general_affirm
2412,yes you've done command exactly.,general_affirm,general_affirm
2413,you've done the command correcly.,general_affirm,general_affirm
2414,yes answer was confirmed.,general_affirm,general_affirm
2415,the answer is confirmed.,general_affirm,general_affirm
2416,yes agree.,general_affirm,general_affirm
2417,answer is confirmed.,general_affirm,general_affirm
2418,yes that's correct.,general_affirm,general_affirm
2419,the command was confirmed.,general_affirm,general_affirm
2420,yes the command is confirmed.,general_affirm,general_affirm
2421,you've done the command right.,general_affirm,general_affirm
2422,get command exactly.,general_affirm,general_affirm
2423,you have got the answer exactly.,general_affirm,general_affirm
2424,yes answer was amazing.,general_affirm,general_affirm
2425,yeap you've gotten the command correcly.,general_affirm,general_affirm
2426,that is excellent.,general_affirm,general_affirm
2427,got the answer exactly.,general_affirm,general_affirm
2428,yeah get that correcly.,general_affirm,general_affirm
2429,yes correct response.,general_affirm,general_affirm
2430,correcly.,general_affirm,general_affirm
2431,yeap you get that perfectly.,general_affirm,general_affirm
2432,yeah correct response to the command.,general_affirm,general_affirm
2433,yes it's excellent.,general_affirm,general_affirm
2434,your understanding is confirmed.,general_affirm,general_affirm
2435,it's exact.,general_affirm,general_affirm
2436,yeah great response to command.,general_affirm,general_affirm
2437,yeap exact response to command.,general_affirm,general_affirm
2438,yeap fantastic.,general_affirm,general_affirm
2439,it's amazing.,general_affirm,general_affirm
2440,yeah you did it exactly.,general_affirm,general_affirm
2441,you've got the answer perfectly.,general_affirm,general_affirm
2442,you've gotten your understanding correcly.,general_affirm,general_affirm
2443,yes that's fantastic.,general_affirm,general_affirm
2444,yes you get your understanding perfectly.,general_affirm,general_affirm
2445,fantastic response to the command.,general_affirm,general_affirm
2446,it's perfect.,general_affirm,general_affirm
2447,yeap strongly agreed.,general_affirm,general_affirm
2448,yes exact response.,general_affirm,general_affirm
2449,yes that's amazing.,general_affirm,general_affirm
2450,yes great response to the command.,general_affirm,general_affirm
2451,yeap you've understood the answer right.,general_affirm,general_affirm
2452,you've done your understanding correcly.,general_affirm,general_affirm
2453,yeap it's good.,general_affirm,general_affirm
2454,exact.,general_affirm,general_affirm
2455,yeap you have got my instructions exactly.,general_affirm,general_affirm
2456,yes right response.,general_affirm,general_affirm
2457,you have done command exactly.,general_affirm,general_affirm
2458,command was confirmed.,general_affirm,general_affirm
2459,yeap you have got my instructions perfectly.,general_affirm,general_affirm
2460,that's confirmed.,general_affirm,general_affirm
2461,you've understood command perfectly.,general_affirm,general_affirm
2462,you understood command exactly.,general_affirm,general_affirm
2463,yeap correct response to the command.,general_affirm,general_affirm
2464,yeah it's confirmed.,general_affirm,general_affirm
2465,excellent response to the command.,general_affirm,general_affirm
2466,that is correct.,general_affirm,general_affirm
2467,yeah great response.,general_affirm,general_affirm
2468,good response to command.,general_affirm,general_affirm
2469,yeah that's confirmed.,general_affirm,general_affirm
2470,yeah exact response.,general_affirm,general_affirm
2471,you did it exactly.,general_affirm,general_affirm
2472,yes you have understood my instructions perfectly.,general_affirm,general_affirm
2473,yeah you did the command correcly.,general_affirm,general_affirm
2474,you have done your understanding correcly.,general_affirm,general_affirm
2475,yeap you have got my instructions correcly.,general_affirm,general_affirm
2476,yeap good.,general_affirm,general_affirm
2477,yeah please.,general_affirm,general_affirm
2478,yeap excellent response.,general_affirm,general_affirm
2479,yeap that was wonderful.,general_affirm,general_affirm
2480,yeah you've got my instructions right.,general_affirm,general_affirm
2481,yes perfectly.,general_affirm,general_affirm
2482,yeap good response.,general_affirm,general_affirm
2483,yeah you've got that perfectly.,general_affirm,general_affirm
2484,yeap you've done that right.,general_affirm,general_affirm
2485,yeah answer was correct.,general_affirm,general_affirm
2486,yeap you've got command correcly.,general_affirm,general_affirm
2487,yeap fantastic response to command.,general_affirm,general_affirm
2488,yes you've understood that right.,general_affirm,general_affirm
2489,yeah fantastic response to command.,general_affirm,general_affirm
2490,that is right.,general_affirm,general_affirm
2491,yeap you've understood my instructions perfectly.,general_affirm,general_affirm
2492,yeap fantastic response.,general_affirm,general_affirm
2493,yeap it's confirmed.,general_affirm,general_affirm
2494,yeah that was fantastic.,general_affirm,general_affirm
2495,you did command perfectly.,general_affirm,general_affirm
2496,you've gotten my instructions exactly.,general_affirm,general_affirm
2497,yes you have done that exactly.,general_affirm,general_affirm
2498,you got that perfectly.,general_affirm,general_affirm
2499,yeah you get command exactly.,general_affirm,general_affirm
2500,yeah you've gotten my instructions right.,general_affirm,general_affirm
2501,wonderful response to command.,general_affirm,general_affirm
2502,yeap you've got my instructions correcly.,general_affirm,general_affirm
2503,yeah you've understood my instructions perfectly.,general_affirm,general_affirm
2504,yes wonderful response.,general_affirm,general_affirm
2505,yes you got answer correcly.,general_affirm,general_affirm
2506,yeah amazing response.,general_affirm,general_affirm
2507,yeap you've understood it correcly.,general_affirm,general_affirm
2508,you have done it perfectly.,general_affirm,general_affirm
2509,it's right.,general_affirm,general_affirm
2510,yeap right response.,general_affirm,general_affirm
2511,yeap you've gotten that correcly.,general_affirm,general_affirm
2512,yes you have done it exactly.,general_affirm,general_affirm
2513,you have got my instructions right.,general_affirm,general_affirm
2514,yeap perfect.,general_affirm,general_affirm
2515,you understood the answer right.,general_affirm,general_affirm
2516,yes wonderful response to command.,general_affirm,general_affirm
2517,yes it's confirmed.,general_affirm,general_affirm
2518,you understood command perfectly.,general_affirm,general_affirm
2519,confirmed.,general_affirm,general_affirm
2520,yeah you have got your understanding perfectly.,general_affirm,general_affirm
2521,yeap right.,general_affirm,general_affirm
2522,yeah you have got my instructions right.,general_affirm,general_affirm
2523,yeap correcly.,general_affirm,general_affirm
2524,yes right.,general_affirm,general_affirm
2525,you have gotten that exactly.,general_affirm,general_affirm
2526,yeap it was correct.,general_affirm,general_affirm
2527,yeap that's correct.,general_affirm,general_affirm
2528,yes it was perfect.,general_affirm,general_affirm
2529,olly please will you shut off.,general_commandstop,general_commandstop
2530,olly please shut down.,general_commandstop,general_commandstop
2531,olly would you please shut up.,general_commandstop,general_commandstop
2532,olly please will you shut up.,general_commandstop,general_commandstop
2533,will you stop please.,general_commandstop,general_commandstop
2534,please would you cancel.,general_commandstop,general_commandstop
2535,i will talk to you later on.,general_commandstop,general_commandstop
2536,can you please shut up.,general_commandstop,general_commandstop
2537,olly will you stop it.,general_commandstop,general_commandstop
2538,olly please cancel.,general_commandstop,general_commandstop
2539,i would talk to you later.,general_commandstop,general_commandstop
2540,olly that would be all.,general_commandstop,general_commandstop
2541,"olly that is enough, cancel.",general_commandstop,general_commandstop
2542,i'd like you just stop.,general_commandstop,general_commandstop
2543,please will you shut off.,general_commandstop,general_commandstop
2544,olly shut down.,general_commandstop,general_commandstop
2545,cancel.,general_commandstop,general_commandstop
2546,please can you stop it.,general_commandstop,general_commandstop
2547,"olly that's all, stop it.",general_commandstop,general_commandstop
2548,i'd like you just cancel.,general_commandstop,general_commandstop
2549,olly will you shut up please.,general_commandstop,general_commandstop
2550,"that's enough, stop it.",general_commandstop,general_commandstop
2551,olly could you stop.,general_commandstop,general_commandstop
2552,please will you shut up.,general_commandstop,general_commandstop
2553,i want you just stop it.,general_commandstop,general_commandstop
2554,would you just stop it please.,general_commandstop,general_commandstop
2555,will you just stop please.,general_commandstop,general_commandstop
2556,olly can you just stop it please.,general_commandstop,general_commandstop
2557,will you shut down please.,general_commandstop,general_commandstop
