,text,label
1859,How can I get another card?,getting_spare_card
1860,How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,transfer_not_received_by_recipient
1861,How can I order a card?,order_physical_card
1863,"I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand.",failed_transfer
1867,How come my money hasn't shown up yet?,transfer_not_received_by_recipient
1869,"I'm not sure what is going on here. I've received payment back into my account  for an item I've already received, from about 2 weeks ago.",reverted_card_payment?
1870,Can my friend send me money if it is not in US dollars?,receiving_money
1874,Why wasn't my card payment accepted?,declined_card_payment
1875,How long is the delivery to the US?,card_delivery_estimate
1876,What is the top up code for?,verify_top_up
1877,Where can I link a new card?,card_linking
1878,My recipient hasn't received the money,transfer_not_received_by_recipient
1881,What apps can I use to top up my account?,top_up_by_cash_or_cheque
1882,"My friend wants to send me money, can she?",receiving_money
1883,Can I choose my Visa or Mastercard?,visa_or_mastercard
1884,Do you accept cheques for top ups?,top_up_by_cash_or_cheque
1885,Are there restrictions on disposable virtual cards?,disposable_card_limits
1886,how is it possible to add another card to account,getting_spare_card
1890,At what age can a person open an account?,age_limit
1892,I think I got charged twice for the same thing,transaction_charged_twice
1893,Is there a reason my top-up has not gone through?,pending_top_up
1899,The ATM wouldn't let me have my money.,declined_cash_withdrawal
1902,My card will not work,card_not_working
1904,I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on?,transfer_not_received_by_recipient
1905,I really need to know how to change my pin.,change_pin
1907,How do you calculate exchange rates?,exchange_rate
1908,Why has my top up failed?,top_up_failed
1909,I want to get my hands on one of those virtual cards!,getting_virtual_card
1911,Is there a reason why a recipient might not see my money transaction,transfer_not_received_by_recipient
1912,"I would like some more physical cards, what is my limit?",getting_spare_card
1914,My account seems a bit off and getting weird charges.,transaction_charged_twice
1917,think someone is using my card with permission,compromised_card
1919,who charged my card,transfer_fee_charged
1924,Will it cost me to get a second card?,getting_spare_card
1926,How do I know what the exchange rate will be when I make an exchange.,exchange_rate
1927,Help!  My card is stolen.,lost_or_stolen_card
1930,When do I set up my card PIN?,get_physical_card
1931,What is the wait time for delivery to the US?,card_delivery_estimate
1933,I couldn't transfer to an account.,beneficiary_not_allowed
1934,What is the procedure for topping up with a cheque?,top_up_by_cash_or_cheque
1935,"my identity hasn't been verified and i can't edit my details, what's next",edit_personal_details
1938,why wont my american express work to add money,supported_cards_and_currencies
1939,Why was there a fee on my cash withdrawal?,cash_withdrawal_charge
1940,What to do if my physical card is not working?,card_not_working
1946,can i top up from a usa credit card,supported_cards_and_currencies
1947,Is there a cash withdrawal fee? Because I just got charged?,cash_withdrawal_charge
1950,What are the steps to reset my passcode?,passcode_forgotten
1953,Why is there an additional fee showing on the statement I received?,extra_charge_on_statement
1954,I wish to be able to top up with cash.,top_up_by_cash_or_cheque
1955,I cannot find my PIN.,get_physical_card
1956,I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,top_up_failed
1957,What proof do you need for my identification?,unable_to_verify_identity
1960,My disposable virtual card wouldn't process my payment?,virtual_card_not_working
1961,"I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back?",transaction_charged_twice
1963,Does it cost anything and how long would it take to get a card if I need a new one? My card is about to expire.,card_about_to_expire
1965,Will I be sent a new card before mine expires?,card_about_to_expire
1967,What are my limits on disposable cards?,disposable_card_limits
1968,Can I put my old card back in the app?,card_linking
1972,How can I report that my card was stolen? I made a police report first.,lost_or_stolen_card
1973,Can I get a Visa or does it have to be something else.,visa_or_mastercard
1974,Please inform me how to get a new card as mine is about to expire.,card_about_to_expire
1975,Can I choose between Visa and Mastercard?,visa_or_mastercard
1976,May I get an account for my daughter?,age_limit
1978,why am I being charged a fee for transferring money ?,transfer_fee_charged
1979,"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient
1980,Is there a charge for a physical card?,order_physical_card
1981,I'm still waiting on my identity verification.,unable_to_verify_identity
1984,My payment for my card is not working,declined_card_payment
1985,I can't remember my passcode.,passcode_forgotten
1987,I sent money to my family last Friday but they don't have it.,transfer_not_received_by_recipient
1989,I need my card as quick as possible,card_delivery_estimate
1991,"I was charged twice for a restaurant, can you take the second charge off?",transaction_charged_twice
1993,I noticed a different charge while I was taking my money out.,cash_withdrawal_charge
1997,I need a physical card.  What are the fees?,order_physical_card
1998,Is my card frozen?,card_not_working
2000,Can I get a Visa from you?,visa_or_mastercard
2002,Do I need to go to an office to change my pin?,change_pin
2004,why would i be declined if i had money iin my account,declined_cash_withdrawal
2006,Do i need to verify my top up?,verify_top_up
2009,I need to get visa and mastercard,visa_or_mastercard
2010,I was charged multiple times for one purchase,transaction_charged_twice
2012,What do I owe for a new card?,order_physical_card
2013,What can I do if my card still hasn't arrived after 2 weeks?,card_arrival
2014,My card was not accepted in a shop,declined_card_payment
2015,A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,transfer_fee_charged
2017,What does pending payment mean?,pending_card_payment
2019,I need help finding the verification code on the top up card.,verify_top_up
2021,Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working.,declined_transfer
2025,My disposable virtual card won't work.,virtual_card_not_working
2026,How can I tell if my card payment is reverted?,reverted_card_payment?
2028,Do I have to go into the bank to change my PIN?,change_pin
2031,There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,extra_charge_on_statement
2032,Somebody used my card without my knowledge!,compromised_card
2036,How long does it take for a payment to change from pending?,pending_card_payment
2041,I need to check status as my friend hasn't got money I sent.,transfer_not_received_by_recipient
2042,Why is there are there two of the same transaction?,transaction_charged_twice
2043,"Not living in same place, need to change details",edit_personal_details
2044,Where will I get my card?,order_physical_card
2047,What does it mean when it says I have a payment pending?,pending_card_payment
2052,My card was stolen. What do I need to do?,lost_or_stolen_card
2055,My top-up hasn't happened yet.,pending_top_up
2056,I got charged fees for withdrawing cash!,cash_withdrawal_charge
2059,Would you give me a mastercard and visa?,visa_or_mastercard
2060,Is my PIN the same thing as my passcode?,get_physical_card
2061,how long does it take for a transfer to arrive,transfer_not_received_by_recipient
2063,"My card couldn't complete a transfer, why?",failed_transfer
2065,"I signed up, but don't have a PIN. Where can I find it?",get_physical_card
2067,How do I replace my card?,card_about_to_expire
2068,"So, I was just charged for my recent ATM withdrawal and any withdrawal prior to this has been free. What is the issue here?",cash_withdrawal_charge
2072,I am having trouble finding the top-up card verification code.,verify_top_up
2073,"I just tried to top-up and now I'm getting an additional verification message, why?",verify_top_up
2076,I made a transfer and the person I transferred the money to didn't receive the right amount? Why did this happen and how do I get the rest of the money to them?,transfer_fee_charged
2077,The app has rejected my top up.,top_up_failed
2078,My funds are not transferring to my bank. Why is this not working?,beneficiary_not_allowed
2080,Says that my top-up is incomplete?,pending_top_up
2083,help me find where this money came from,verify_source_of_funds
2085,"I need a new card to replace an expired one. Will it cost anything, and how soon?",card_about_to_expire
2087,Verifying the top-up seems like a hassle.,verify_top_up
2090,"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",declined_card_payment
2091,Can I track the card you sent to me?,card_arrival
2092,This disposable virtual card is not working.,virtual_card_not_working
2093,Is there a way to change my PIN without having to go to the bank?,change_pin
2095,My virtual car is not working.,virtual_card_not_working
2096,How long will it take for my transfer to arrive?,transfer_not_received_by_recipient
2098,Can you tell me exactly what fees I will expect to see in regards to your cards?,order_physical_card
2099,I had to pay one pound more than the set price!,extra_charge_on_statement
2100,What age do you have to be to open an account?,age_limit
2101,My card wont work at an ATM,declined_cash_withdrawal
2105,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",card_linking
2106,How do you do exchanges?,exchange_rate
2107,I would like to receive my salary in a different currency. How does that work?,receiving_money
2109,What locations are cards delivered to?,order_physical_card
2114,What is the first step that I should take after my card has been stolen?,lost_or_stolen_card
2115,Can I cash deposit to top up my account,top_up_by_cash_or_cheque
2116,How come I did not get a virtual card yet?,getting_virtual_card
2118,Why won't cash come out of the ATM?,declined_cash_withdrawal
2119,Are visa and mastercard accepted,visa_or_mastercard
2125,I tried to transfer some money and it hasn't done it yet - what's going on?,transfer_not_received_by_recipient
2127,What should I do if my passcode won't work?,passcode_forgotten
2128,How long will it be  before the person I sent money to is able to see it?,transfer_not_received_by_recipient
2131,Why does my transaction have an added fee?,extra_charge_on_statement
2133,I need more physical cards than I have right now!,getting_spare_card
2135,How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,pending_card_payment
2136,I don't think my top up worked,top_up_failed
2138,Do you know the reason why my card payment was declined?,declined_card_payment
2139,Is there a specific date it can be delivered by?,card_delivery_estimate
2140,My new landlord says he hasn't received the rent payment that I transferred a couple days ago. I've already checked the account numbers and they are correct. Can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?,transfer_not_received_by_recipient
2141,"I am blocked now because I entered the wrong pin, need help.",pin_blocked
2143,I wish to top up using a cheque.,top_up_by_cash_or_cheque
2144,"For adding money, which currencies do you accept?",supported_cards_and_currencies
2145,"
I can't seem to be able to use my card


",card_not_working
2146,I was double-charged for a transaction,transaction_charged_twice
2147,I cannot use my PIN.,pin_blocked
2148,I paid two weeks ago and just got refunded,reverted_card_payment?
2150,How can I go about ordering a virtual card?,getting_virtual_card
2151,I am seeing and extra 1$ charged to my account and wanted to know about it.,extra_charge_on_statement
2152,What am I being charged an extra pound when I haven't bought something worth that much?,extra_charge_on_statement
2154,How can I replace an expired card?,card_about_to_expire
2156,What is the charge for sending out more cards?,getting_spare_card
2157,How do I find my PIN number?,get_physical_card
2158,When I add money to my international card do you charge a fee to do so?,top_up_by_card_charge
2163,Why is there a $1 charge on my statement?,extra_charge_on_statement
2164,When should I expect to receive my card?,card_delivery_estimate
2165,What was the issue with my topping up?,top_up_failed
2166,Why won't you let me name X as a beneficiary?,beneficiary_not_allowed
2167,Why has my top-up not worked?,top_up_failed
2172,Will you assess me more fees if I top up with an international card?,top_up_by_card_charge
2178,"Hi, My card is getting declined during top-up. As it urgent, could you please resolve this issue, or guide me with other alternatives if any.",top_up_failed
2179,I am travelling and I was wondering what your exchange rates are,exchange_rate
2182,What if I want to add a card I already have to the app?,card_linking
2186,I am required to make several disposable cards every day.,disposable_card_limits
2189,Why is the payment on my card still pending?,pending_card_payment
2191,Can I have it delivered on the date I need it delivered?,card_delivery_estimate
2193,Why can't you allow my beneficiary?,beneficiary_not_allowed
2194,"that fee should not be there, you charged my cash for an unnecessary thing.",cash_withdrawal_charge
2196,Why is their a charge pending on my card still?,pending_card_payment
2197,Is the exchange rate the same on weekends as the weekdays?,exchange_rate
2198,What do I do to verify my source of funds?,verify_source_of_funds
2200,I would love one of the virtual cards!,getting_virtual_card
2201,I was refunded the money for something I bought already.,reverted_card_payment?
2202,I am worried that too much time has gone by for a transfer to be completed.,transfer_not_received_by_recipient
2203,I have been travelling overseas and I need to change my PIN. Can you tell me how this is done?,change_pin
2205,How do I go about getting an actual card?,order_physical_card
2206,The app says my transfer failed,failed_transfer
2207,Why have I been charged a fee for transferring money?,transfer_fee_charged
2211,Why did they charge me an extra $1?,extra_charge_on_statement
2212,"I used my card to make a payment a while ago and its still pending, Why is it taking so long?",pending_card_payment
2214,Where do I unblock my PIN?,pin_blocked
2220,Do you also have this extra fee on your statement?,extra_charge_on_statement
2221,My card is showing the same transaction over and over again.,transaction_charged_twice
2222,My identity verification is not working.,unable_to_verify_identity
2225,"My new card isn't in my app, how do I get it in there?",card_linking
2226,A shop I go to didn't let me pay.,declined_card_payment
2229,My virtual card isn't working.,virtual_card_not_working
2231,What is the process to create a disposable virtual card?,get_disposable_virtual_card
2232,How do I edit the personal details on my account?,edit_personal_details
2234,How much does it cost for additional cards?,getting_spare_card
2236,For some reason I am unable to preform a transfer to a beneficiary.,beneficiary_not_allowed
2237,How can people transfer money to me?,receiving_money
2239,can i order cards on the app,order_physical_card
2241,"Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me!",reverted_card_payment?
2245,What do I do to get ahold of my own card?,order_physical_card
2248,My account transfer was not cleared.,beneficiary_not_allowed
2249,I'm not able to withdraw money from the ATM but I'm not sure why.,declined_cash_withdrawal
2250,Is it possible to purchase more physical cards with my account?,getting_spare_card
2254,"Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?",top_up_failed
2256,I tried to get cash but it was declined!,declined_cash_withdrawal
2259,I would like to get both Mastercard and Visa card from you if that's possible.,visa_or_mastercard
2260,How many payments can I make using a virtual card?,disposable_card_limits
2261,I'm interested in what your exchange rates are based on.,exchange_rate
2264,Are there any charges for top ups?,top_up_by_card_charge
2265,My card payment is showing pending however this transaction was a couple of days ago. Is there a reason why it it still pending?,pending_card_payment
2267,Your ATM pin can be changed at any VISA or MasterCard ATM with PIN services. Certain countries don't support ATM pin changes.,change_pin
2268,Can I change my PIN abroad?,change_pin
2269,Can I have a new card shipped to China?,card_about_to_expire
2271,It seems like my card payment didn't work.,declined_card_payment
2274,I was charged extra or a hidden fee when I purchased something from you. What's the deal? I didn't authorize that charge.,extra_charge_on_statement
2275,Will my card be a MasterCard or a Visa?,visa_or_mastercard
2277,Why did withdrawing money cost me extra?,cash_withdrawal_charge
2278,What can I do to make my physical card work?,card_not_working
2279,What are the acceptable currencies for adding funds?,supported_cards_and_currencies
2280,Questionable transactions on my account.,compromised_card
2283,I seem to be unable to make any transactions.,card_not_working
2285,The money is still in my account even though I already paid -- I don't understand what happened.,reverted_card_payment?
2286,Please explain how I use the disposable cards?,get_disposable_virtual_card
2289,"help, lost my card",lost_or_stolen_card
2290,I think my top up is still pending?,pending_top_up
2292,how to track the card you sent,card_arrival
2293,I want a new PIN please.,change_pin
2294,How can you transfer my salary to my correct currency?,receiving_money
2296,"i didnt make these transactions, i think my card details might be stolen",compromised_card
2297,I believe that my transfer hasn't gone through.,failed_transfer
2298,The date my card expires is coming up,card_about_to_expire
2301,Does the top-up need verified?,verify_top_up
2302,I did a money transaction and the recipient doesn't see it,transfer_not_received_by_recipient
2303,How do I know where my money comes from?,verify_source_of_funds
2304,Why do i have an extra fee on my statement?,extra_charge_on_statement
2305,Why did I get a fee for getting cash?,cash_withdrawal_charge
2307,"I would like to order a virtual card, where can I get one?",getting_virtual_card
2309,Does it cost money to top up?,top_up_by_card_charge
2311,May I order another card?,getting_spare_card
2313,I can't find the card PIN.,get_physical_card
2314,How do I order my card?,order_physical_card
2318,Why was a fee charged to me for transferring money?,transfer_fee_charged
2319,Can I get a new card?,order_physical_card
2322,My transfer to a beneficiary did not go through.  Why?,beneficiary_not_allowed
2324,I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,lost_or_stolen_card
2325,For some reason my card payment didn't work,declined_card_payment
2326,Why are all my card payments being declined?,declined_card_payment
2328,How can I periodically check the delivery of the card you sent?,card_arrival
2329,Why was my request for cash declined?,declined_cash_withdrawal
2332,Will the card be a Mastercard or a Visa?,visa_or_mastercard
2335,How's the exchange rate looking right now?,exchange_rate
2337,Why can't I edit my personal details?,edit_personal_details
2338,How long does it take for the card to come?,card_delivery_estimate
2339,In regards to the PIN of the card?,get_physical_card
2340,I got charged twice with a duplicate card. How do I resolve this?,transaction_charged_twice
2345,How can I change my Rowlock ?,change_pin
2348,Are there charges for cash withdrawals?,cash_withdrawal_charge
2350,What do I have to do to prove my identity?,unable_to_verify_identity
2351,can i use check to top up,top_up_by_cash_or_cheque
2354,Why would my card payment get reverted?,reverted_card_payment?
2355,Why didn't my payment process,pending_card_payment
2356,Is there a way to reset my PIN?,pin_blocked
2357,Physical cards are what I need more of,getting_spare_card
2358,"I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done",transfer_fee_charged
2360,"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient
2361,I lost the code and can not get into the app. Help!,passcode_forgotten
2363,My card hasn't been working when I try to use it.,card_not_working
2364,Are there directions to get a new passcode if I forgot mine?,passcode_forgotten
2368,Does the package with my card have tracking?,card_arrival
2369,"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",transaction_charged_twice
2370,I can't get the virtual card to work,virtual_card_not_working
2377,How old does my daughter need to be to have her own account?,age_limit
2378,When will my card be delivered?,card_delivery_estimate
2380,Will I be charged if I add more cards to the account?,getting_spare_card
2381,Is there a limit for age?,age_limit
2383,Does it cost anyting to get my own card?,order_physical_card
2384,I did a transfer earlier but see that it failed to go through.,failed_transfer
2386,How long does it take for a card to arrive?,card_delivery_estimate
2396,How can I change my account details?,edit_personal_details
2397,Why am I seeing a transfer fee on my bank statement?,transfer_fee_charged
2399,I have trouble proving my identity.,unable_to_verify_identity
2402,Why was I charged for cash withdrawal?,cash_withdrawal_charge
2405,Can I change my pin at a cash machine?,change_pin
2406,I need to change my personal details in my account.,edit_personal_details
2407,My source of funds require verification.,verify_source_of_funds
2409,A transaction is showing more than once.,transaction_charged_twice
2411,Can you tell me why I haven't received my new card?,card_arrival
2412,I entered my pin wrong  too many times.,pin_blocked
2415,I cancelled my card payment,reverted_card_payment?
2416,Why hasn't my ID been verified?,unable_to_verify_identity
2420,I need to find the card I received in the app.,card_linking
2422,Can my 8 year old grandson open an account at the bank?,age_limit
2424,Is there a fee for european bank cards?,top_up_by_card_charge
2425,I can't input my pin again.,pin_blocked
2426,Can I do more than 10 transactions with a disposable card?,disposable_card_limits
2429,"On my transfer there was a ""decline"" message",declined_transfer
2430,What types of top-up methods do you accept?,top_up_by_cash_or_cheque
2431,I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,card_delivery_estimate
2435,How can I put more money into my account?,top_up_by_cash_or_cheque
2436,My card is almost expired.  How fast will I get a new one and what is the cost?,card_about_to_expire
2437,"I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on?",transfer_fee_charged
2439,Will there be a charge for sending out more cards?,getting_spare_card
2440,Why should I verify the top-up?,verify_top_up
2441,"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",transfer_not_received_by_recipient
2443,What do I do about my expired card?,card_about_to_expire
2444,"Hi I've been trying to top up my card for the past day but it gets declined, I need it topped up urgently! Can somebody get back to me to resolve this or explain any different ways I can top up my card?",top_up_failed
2446,Where are the cards delivered to,order_physical_card
2448,Why didn't my friend's transaction arrive yet?,transfer_not_received_by_recipient
2451,How do I input a new address?,edit_personal_details
2452,I have a payment that hasn't went through yet.,pending_card_payment
2453,"what is going on, i have entered my passcode and its not working",passcode_forgotten
2454,I attempted to enter my pin to many times.,pin_blocked
2455,I would like to better understand why my pass-code is not working.,passcode_forgotten
2456,"How come my top-up didn't go through instantly, like it usually does?",pending_top_up
2460,Is it free for top ups?,top_up_by_card_charge
2462,Is there an age limit to open an account,age_limit
2463,"Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?",extra_charge_on_statement
2466,I was getting some cash out of the ATM but it cancelled on me without warning.,declined_cash_withdrawal
2467,How do I top up with cash?,top_up_by_cash_or_cheque
2469,My account was charged twice for one purchase,transaction_charged_twice
2470,The recipient can not locate funds.,transfer_not_received_by_recipient
2472,Do I need to add my salary?,receiving_money
2475,How much does it cost to top up a US-issued card?,top_up_by_card_charge
2479,How do I use a cheque to top up?,top_up_by_cash_or_cheque
2481,My card is about to expire.  How do I order another?,card_about_to_expire
2483,How can get a Visa card?,visa_or_mastercard
2484,"I couldn't transfer money to my bank, why not?",beneficiary_not_allowed
2489,How long until my card will get here?,card_delivery_estimate
2490,How do I fix a payment that was reverted,reverted_card_payment?
2491,Where do you export the cards to?,order_physical_card
2492,What is the fee for topping up a US card?,top_up_by_card_charge
2494,How long does it take for a top-up?,pending_top_up
2495,Will there be any fees for top ups?,top_up_by_card_charge
2496,I'm unable to verify my identity,unable_to_verify_identity
2497,Please provide me with the restrictions of the disposable cards.,disposable_card_limits
2498,Why did my payment fail?,declined_card_payment
2499,is there a reason i need to verify top up,verify_top_up
2500,With one disposable card how many transactions can i do?,disposable_card_limits
2501,"Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over.",failed_transfer
2502,"I want to get some cash from the ATM using my card but I dont want to be charged any fees. Ive taken some money out before with no fees, but recently Ive been getting charged. Why?",cash_withdrawal_charge
2504,"After putting in the wrong PIN too many times, I was blocked. Can you assist me in changing it?",pin_blocked
2505,How do I report possible fraudulent activity on my account?,compromised_card
2506,Why was I charged for a cash withdrawal at the ATM?,cash_withdrawal_charge
2507,why couldn't I use my card at a store?,declined_card_payment
2509,I made a payment with my card that was cancelled?,reverted_card_payment?
2510,Do you supply both Visa and Mastercard?,visa_or_mastercard
2511,I need to change my address in the personal details.,edit_personal_details
2513,I dont see my reciept,transfer_not_received_by_recipient
2514,I was overcharged an additional pound.,extra_charge_on_statement
2515,Why did my transfer to a beneficiary fail?,beneficiary_not_allowed
2519,When did I get a $1 extra fee on my statement?,extra_charge_on_statement
2520,I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,transaction_charged_twice
2521,My statement shows different transaction times.,transaction_charged_twice
2522,Is the exchange rate current?,exchange_rate
2524,"If I can, I would like to get both Mastercard and Visa from you.",visa_or_mastercard
2525,Can I put my found card back into the app on my phone?,card_linking
2527,My top-up failed to go through.,top_up_failed
2528,"I was blocked by using the wrong pin too many times, can you help me?",pin_blocked
2529,The app is having trouble verifying my identity.,unable_to_verify_identity
2530,What kinds of cards can I use to top up?,supported_cards_and_currencies
2531,In what way can I change my PIN and where do I need to be?,change_pin
2536,details need to be modified,edit_personal_details
2537,what cards can i use to add money to my account,supported_cards_and_currencies
2540,Is there a fee to order a physical card?,order_physical_card
2541,I'd prefer to use my American Express when putting funds into my account.,supported_cards_and_currencies
2542,I want my card I just received to show up in the app. How do I do that?,card_linking
2544,When can I expect my card to arrive?,card_delivery_estimate
2549,My topping up didn't go through.,top_up_failed
2552,Should I be seeing a fee applied for my money transfer?,transfer_fee_charged
2553,What do I do to unblock my PIN?,pin_blocked
2554,Mastercard is preferred to me.,visa_or_mastercard
2556,where can i see money source?,verify_source_of_funds
2558,I have a transaction that shows multiple times.,transaction_charged_twice
2562,I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?,transfer_not_received_by_recipient
2564,card is being used by someone else,compromised_card
2567,Can you tell me if I can track the card you sent me?,card_arrival
2569,help me link my card,card_linking
2570,Why is a transfer to a beneficiary not possible?,beneficiary_not_allowed
2571,"So, I see a strange fee that I've never seen before after making an online purchase from abroad. I was under the impression transfers could be made for free. I don't think this seems fair.",transfer_fee_charged
2573,How do I use a check to top up?,top_up_by_cash_or_cheque
2574,Am I allowed to get an account for my daughter?,age_limit
2575,What currency can I use to add money?,supported_cards_and_currencies
2576,"I made a payment a while ago and it is still showing as ""pending"" in the account. How long will this payment take to complete?",pending_card_payment
2577,How long does it take for cards to be delivered after ordering them?,card_delivery_estimate
2579,"I'd rather not use my physical card, how can I get a virtual card?",getting_virtual_card
2583,Tell me your opinion on the exchange rate.,exchange_rate
2584,Can I have a second card issued to another family member?,getting_spare_card
2585,"I just want to top-up, why do I need to verify anything?",verify_top_up
2590,"My payment has been declined!! What's going on, I thought everything was alright and working well?",declined_card_payment
2593,I want to find out what happened to my new card?,card_arrival
2595,I need to make several disposable cards per day.,disposable_card_limits
2596,Can I get a card in person?,order_physical_card
2597,"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",compromised_card
2598,Does it matter which card I use,visa_or_mastercard
2601,Where do I go to reset my passcode?,passcode_forgotten
2602,I transferred some cash and it has not arrived yet.,transfer_not_received_by_recipient
2608,I need to know what foreign exchange rate I can get.,exchange_rate
2609,"Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack?",transaction_charged_twice
2611,Why is my card payment still listed as pending?,pending_card_payment
2615,"I want to add money to my card, what payments do you accept?",supported_cards_and_currencies
2621,Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,transaction_charged_twice
2625,How many transactions can I make on my disposable card?,disposable_card_limits
2626,I hope to get a Visa card,visa_or_mastercard
2630,What are the uses for disposable cards?,get_disposable_virtual_card
2631,I noticed that there was an extra charge fee on my account. Could You explain to me why?,transfer_fee_charged
2632,Do I need to do anything special for my friend to send money to my account?,receiving_money
2635,Still waiting for transfer to be completed.,transfer_not_received_by_recipient
2638,Why can't I withdraw money?,declined_cash_withdrawal
2641,I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,transfer_not_received_by_recipient
2642,My card won't work right now.,card_not_working
2643,What is going on with it saying my card payment was declined?,declined_card_payment
2644,Can you show me how to verify the top-up card?,verify_top_up
2645,Is there a charge for top-ups?,top_up_by_card_charge
2649,"I was charged for a cash withdrawal, why?",cash_withdrawal_charge
2651,Why  am I being told this  transfer will not  go thru,beneficiary_not_allowed
2653,How is my PIN sent?,get_physical_card
2656,How can I get disposable virtual cards?,get_disposable_virtual_card
2657,I thought I would have received my new card at this point.,card_arrival
2664,"For the disposable cards, what are the restrictions?",disposable_card_limits
2665,My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again.,declined_card_payment
2666,I moved and would like to change my address.,edit_personal_details
2667,Why aren't my payment funds available to me?,pending_card_payment
2668,What is limit of disposable cards  I can make per day?,disposable_card_limits
2669,Why did I get charged a fee for transferring money?,transfer_fee_charged
2670,Tell my why my top-up is pending.,pending_top_up
2672,I can't log in,passcode_forgotten
2673,ATM apparently not working?  Couldn't access funds in my account?,declined_cash_withdrawal
2675,How do I link the new card?,card_linking
2678,How do I replace my card before it expires next month?,card_about_to_expire
2679,How can I unblock my PIN?,pin_blocked
2680,May I change my PIN?,change_pin
2681,My transfer failed to a beneficiary,beneficiary_not_allowed
2682,Can I make an account for my kids?,age_limit
2684,When can I expect to receive my card?,card_delivery_estimate
2688,I have a disposable card but it does not work?,virtual_card_not_working
2692,"Hey, I attempted to top up my card today and for some reason it didn't work. When I did it the other way it worked just fine. Could you help me figure out why this is happening please?",top_up_failed
2693,Why doesn't my card work for any transactions?,card_not_working
2695,Whats the minimum age to have an account,age_limit
2696,I don't know why my credit card was declined while I was trying to top-up. Was it something on my end or was there something wrong with the top-up function?,top_up_failed
2698,What's the procedure for getting a card?,order_physical_card
2699,How long will it take to get to the US?,card_delivery_estimate
2700,my virtual card has not came yet!,getting_virtual_card
2701,I can't find my card!  What should I do?,lost_or_stolen_card
2705,Do you know how I can verify that I did a top-up to my card?,verify_top_up
2706,disposable virtual card can be ordered where?,get_disposable_virtual_card
2708,Can I use American Express?,supported_cards_and_currencies
2709,Can I use my salary for this?,receiving_money
2711,I tried to top-up but it got denied.,top_up_failed
2716,Problem verifying my account,unable_to_verify_identity
2720,Where can I check to see where the money in my account came from?,verify_source_of_funds
2722,Why isn't my payment showing?,reverted_card_payment?
2723,How do I verify the top-up card?,verify_top_up
2724,How long does it take for a top up to be approved?,pending_top_up
2726,The transfer that I was trying to complete was declined. What was the cause?,declined_transfer
2727,Can you tell me why my pop-up is still pending?,pending_top_up
2729,How many years old do I have to be?,age_limit
